Material,Structure Type,Propellant,Thickness (mm),R_down (mm),R_up (mm),V_vane (m^3),Vane Mass (kg),r_sponge (mm),R_sponge (mm),h_sponge (mm),t_sponge (mm),N_sponge,V_sponge (m^3),r_lattice (mm),Sponge Mass (kg),Support Mass (kg),Support Cost (€),Total Mass (kg),Total Cost (€),Normalized Mass,Normalized Effective Tank Volume,Normalized Cost,Normalized Printability,Trade-off Score
StainlessSteel316L,5 Stiffeners,FLP_106,2.1316633266533067,0.75,0.8400000300000121,3.4092901263600516e-07,0.0027274321010880413,4.2052208700336,18.125355850470356,90.0,0.20808051583125253,10,3.704947629924882e-05,0.32,0.29639581039399054,0.029556800000000143,2.9556800000000143,0.8948873939900526,92.44441939900527,0.32776567845783333,0.7863104022080829,0.9930619657819149,0.5059280094729803,0.7015034224017849
StainlessSteel304L,Unstiffened,AF_M315E,6.120841683366733,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,22.830958980207217,90.0,0.11642386841179561,10,2.5940354364002605e-05,0.55,0.20570701010654066,0,0.0,1.0723068492169128,107.23068492169128,0.07608588275060979,0.005133469121213876,0.8662365817808046,0.8757687056708316,0.45382927594620615
StainlessSteel304L,Unstiffened,LMP_103S,6.120841683366733,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,19.830088662278623,90.0,0.13316343068927444,10,2.5940354364002605e-05,0.35000000000000003,0.20570701010654066,0,0.0,1.0723068492169128,107.23068492169128,0.07608588275060979,0.005133469121213876,0.8662365817808046,0.5365532210230813,0.39729336183824776
StainlessSteel304L,Unstiffened,HNP225,6.120841683366733,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.98161275724673,90.0,0.13885500519188398,10,2.5940354364002605e-05,0.3,0.20570701010654066,0,0.0,1.0723068492169128,107.23068492169128,0.07608588275060979,0.005133469121213876,0.8662365817808046,0.4589986902873305,0.38436760671562265
StainlessSteel304L,Unstiffened,FLP_106,6.120841683366733,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.125355850470356,90.0,0.1456884916080874,10,2.5940354364002605e-05,0.32,0.20570701010654066,0,0.0,1.0723068492169128,107.23068492169128,0.07608588275060979,0.005133469121213876,0.8662365817808046,0.5338534076282377,0.3968433929391072
StainlessSteel304L,2 Stiffeners,AF_M315E,5.512825651302605,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,22.830958980207217,90.0,0.12327598476518081,10,2.7467071597976435e-05,0.55,0.21781387777195313,0.04440800000000002,4.440800000000002,1.1144027494975839,115.88107494975839,0.01637040470901685,0.11248995449227064,0.7920400894084905,0.41574653828530683,0.3671215351470907
StainlessSteel304L,2 Stiffeners,LMP_103S,5.512825651302605,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,19.830088662278623,90.0,0.1410007524820144,10,2.7467071597976435e-05,0.35000000000000003,0.21781387777195313,0.04440800000000002,4.440800000000002,1.1144027494975839,115.88107494975839,0.01637040470901685,0.11248995449227064,0.7920400894084905,0.08127132428228015,0.31137566614658624
StainlessSteel304L,2 Stiffeners,HNP225,5.512825651302605,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.98161275724673,90.0,0.14702730409247866,10,2.7467071597976435e-05,0.3,0.21781387777195313,0.04440800000000002,4.440800000000002,1.1144027494975839,115.88107494975839,0.01637040470901685,0.11248995449227064,0.7920400894084905,0.005328520489549461,0.29871853218113115
StainlessSteel304L,2 Stiffeners,FLP_106,5.512825651302605,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.125355850470356,90.0,0.1542629747399901,10,2.7467071597976435e-05,0.32,0.21781387777195313,0.04440800000000002,4.440800000000002,1.1144027494975839,115.88107494975839,0.01637040470901685,0.11248995449227064,0.7920400894084905,0.08211832875594825,0.3115168335588642
StainlessSteel304L,3 Stiffeners,AF_M315E,3.4218436873747495,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,22.830958980207217,90.0,0.14886577951537708,10,3.3168723269386885e-05,0.55,0.263027975526238,0.04163250000000001,4.163250000000001,0.9284037620302992,97.00362620302992,0.28022076490575787,0.5134216205738814,0.9539565437418632,0.569682584029426,0.6152298892165705
StainlessSteel304L,3 Stiffeners,LMP_103S,3.4218436873747495,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,19.830088662278623,90.0,0.17026987835848523,10,3.3168723269386885e-05,0.35000000000000003,0.263027975526238,0.04163250000000001,4.163250000000001,0.9284037620302992,97.00362620302992,0.28022076490575787,0.5134216205738814,0.9539565437418632,0.252910302464044,0.5624345089556736
StainlessSteel304L,3 Stiffeners,HNP225,3.4218436873747495,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.98161275724673,90.0,0.17754742965925419,10,3.3168723269386885e-05,0.3,0.263027975526238,0.04163250000000001,4.163250000000001,0.9284037620302992,97.00362620302992,0.28022076490575787,0.5134216205738814,0.9539565437418632,0.18298662612598254,0.5507805628993301
StainlessSteel304L,3 Stiffeners,FLP_106,3.4218436873747495,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.125355850470356,90.0,0.18628509055330497,10,3.3168723269386885e-05,0.32,0.263027975526238,0.04163250000000001,4.163250000000001,0.9284037620302992,97.00362620302992,0.28022076490575787,0.5134216205738814,0.9539565437418632,0.2670031913609531,0.5647833237718252
StainlessSteel304L,4 Stiffeners,AF_M315E,2.5913827655310624,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,22.830958980207217,90.0,0.15993047355864315,10,3.5634043210452426e-05,0.55,0.28257796265888774,0.03885700000000001,3.885700000000001,0.8861248357350351,92.49818357350351,0.34019587597295653,0.6867792524249906,0.9926008174232721,0.6537317759841368,0.7023424068454676
StainlessSteel304L,4 Stiffeners,LMP_103S,2.5913827655310624,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,19.830088662278623,90.0,0.18292546727189404,10,3.5634043210452426e-05,0.35000000000000003,0.28257796265888774,0.03885700000000001,3.885700000000001,0.8861248357350351,92.49818357350351,0.34019587597295653,0.6867792524249906,0.9926008174232721,0.3446140118935242,0.650822779497032
StainlessSteel304L,4 Stiffeners,HNP225,2.5913827655310624,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.98161275724673,90.0,0.19074393454938593,10,3.5634043210452426e-05,0.3,0.28257796265888774,0.03885700000000001,3.885700000000001,0.8861248357350351,92.49818357350351,0.34019587597295653,0.6867792524249906,0.9926008174232721,0.2772929278913324,0.6396025988300001
StainlessSteel304L,4 Stiffeners,FLP_106,2.5913827655310624,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.125355850470356,90.0,0.20013103646850786,10,3.5634043210452426e-05,0.32,0.28257796265888774,0.03885700000000001,3.885700000000001,0.8861248357350351,92.49818357350351,0.34019587597295653,0.6867792524249906,0.9926008174232721,0.3644342487393456,0.654126152304669
StainlessSteel304L,5 Stiffeners,AF_M315E,2.1316633266533067,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,22.830958980207217,90.0,0.1662831314045364,10,3.704947629924882e-05,0.55,0.29380234705304314,0.02929817800000014,2.929817800000014,0.8870571292926396,91.63553072926396,0.3388733634456972,0.7863104022080829,1.0,0.7904135687868769,0.7538221535239642
StainlessSteel304L,5 Stiffeners,LMP_103S,2.1316633266533067,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,19.830088662278623,90.0,0.19019151781886742,10,3.704947629924882e-05,0.35000000000000003,0.29380234705304314,0.02929817800000014,2.929817800000014,0.8870571292926396,91.63553072926396,0.3388733634456972,0.7863104022080829,1.0,0.4856905516546962,0.7030349840019341
StainlessSteel304L,5 Stiffeners,HNP225,2.1316633266533067,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.98161275724673,90.0,0.19832054534412222,10,3.704947629924882e-05,0.3,0.29380234705304314,0.02929817800000014,2.929817800000014,0.8870571292926396,91.63553072926396,0.3388733634456972,0.7863104022080829,1.0,0.41986371399654915,0.6920638443922429
StainlessSteel304L,5 Stiffeners,FLP_106,2.1316633266533067,0.75,0.8400000300000121,3.4092901263600516e-07,0.002703567070203521,4.2052208700336,18.125355850470356,90.0,0.20808051583125253,10,3.704947629924882e-05,0.32,0.29380234705304314,0.02929817800000014,2.929817800000014,0.8870571292926396,91.63553072926396,0.3388733634456972,0.7863104022080829,1.0,0.5087990748048246,0.7068864045269554
Inconel625,Unstiffened,AF_M315E,5.201402805611222,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,22.830958980207217,90.0,0.12688652732538705,10,2.8271535104778905e-05,0.55,0.23861175628433395,0,0.0,1.0300948322215238,154.51422483322855,0.13596607909212666,0.1690586318987565,0.4606741970791407,0.9261093076739385,0.3847173372665346
Inconel625,Unstiffened,LMP_103S,5.201402805611222,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,19.830088662278623,90.0,0.14513042314598956,10,2.8271535104778905e-05,0.35000000000000003,0.23861175628433395,0,0.0,1.0300948322215238,154.51422483322855,0.13596607909212666,0.1690586318987565,0.4606741970791407,0.5941318546584661,0.32938776176395584
Inconel625,Unstiffened,HNP225,5.201402805611222,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.98161275724673,90.0,0.15133348213639738,10,2.8271535104778905e-05,0.3,0.23861175628433395,0,0.0,1.0300948322215238,154.51422483322855,0.13596607909212666,0.1690586318987565,0.4606741970791407,0.51903830800369,0.3168721706548265
Inconel625,Unstiffened,FLP_106,5.201402805611222,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.125355850470356,90.0,0.15878107319058196,10,2.8271535104778905e-05,0.32,0.23861175628433395,0,0.0,1.0300948322215238,154.51422483322855,0.13596607909212666,0.1690586318987565,0.4606741970791407,0.5968477615568915,0.3298404129136934
Inconel625,2 Stiffeners,AF_M315E,4.400601202404809,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,22.830958980207217,90.0,0.13649020873487822,10,3.041132742021742e-05,0.55,0.25667160342663503,0.047264000000000014,7.089600000000003,1.0502555956960806,164.6279393544121,0.10736686585426558,0.31952564523792326,0.3739264157777198,0.44762058093256213,0.30950467617744176
Inconel625,2 Stiffeners,LMP_103S,4.400601202404809,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,19.830088662278623,90.0,0.15611493329137727,10,3.041132742021742e-05,0.35000000000000003,0.25667160342663503,0.047264000000000014,7.089600000000003,1.0502555956960806,164.6279393544121,0.10736686585426558,0.31952564523792326,0.3739264157777198,0.12228692185152883,0.25528239966393623
Inconel625,2 Stiffeners,HNP225,4.400601202404809,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.98161275724673,90.0,0.1627874842252078,10,3.041132742021742e-05,0.3,0.25667160342663503,0.047264000000000014,7.089600000000003,1.0502555956960806,164.6279393544121,0.10736686585426558,0.31952564523792326,0.3739264157777198,0.049452314082431684,0.2431432983690867
Inconel625,2 Stiffeners,FLP_106,4.400601202404809,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.125355850470356,90.0,0.17079876232529245,10,3.041132742021742e-05,0.32,0.25667160342663503,0.047264000000000014,7.089600000000003,1.0502555956960806,164.6279393544121,0.10736686585426558,0.31952564523792326,0.3739264157777198,0.1299739219232112,0.25656356634254995
Inconel625,3 Stiffeners,AF_M315E,2.7545090180360723,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,22.830958980207217,90.0,0.15771552933944094,10,3.514053239753751e-05,0.55,0.29658609343521664,0.044310000000000016,6.646500000000002,0.904565138384579,142.33127075768684,0.3140372362810343,0.6520763060062519,0.5651703476810535,0.5825387593749697,0.5326422791900879
Inconel625,3 Stiffeners,LMP_103S,2.7545090180360723,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,19.830088662278623,90.0,0.18039205573834927,10,3.514053239753751e-05,0.35000000000000003,0.29658609343521664,0.044310000000000016,6.646500000000002,0.904565138384579,142.33127075768684,0.3140372362810343,0.6520763060062519,0.5651703476810535,0.27188870445324814,0.4808672700364677
Inconel625,3 Stiffeners,HNP225,2.7545090180360723,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.98161275724673,90.0,0.18810224178266546,10,3.514053239753751e-05,0.3,0.29658609343521664,0.044310000000000016,6.646500000000002,0.904565138384579,142.33127075768684,0.3140372362810343,0.6520763060062519,0.5651703476810535,0.2040466302793686,0.46956025767415444
Inconel625,3 Stiffeners,FLP_106,2.7545090180360723,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.125355850470356,90.0,0.19735933778941703,10,3.514053239753751e-05,0.32,0.29658609343521664,0.044310000000000016,6.646500000000002,0.904565138384579,142.33127075768684,0.3140372362810343,0.6520763060062519,0.5651703476810535,0.29056243366124457,0.4839795582378005
Inconel625,4 Stiffeners,AF_M315E,2.0871743486973946,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,22.830958980207217,90.0,0.16690661848980748,10,3.7188395200964954e-05,0.55,0.3138700554961442,0.04135600000000001,6.203400000000002,0.8793871137289875,138.11146705934812,0.34975372573551966,0.796078972777653,0.6013646270026314,0.6595547868391031,0.604277602219723
Inconel625,4 Stiffeners,LMP_103S,2.0871743486973946,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,19.830088662278623,90.0,0.19090465061884862,10,3.7188395200964954e-05,0.35000000000000003,0.3138700554961442,0.04135600000000001,6.203400000000002,0.8793871137289875,138.11146705934812,0.34975372573551966,0.796078972777653,0.6013646270026314,0.35526309593888483,0.5535623204030201
Inconel625,4 Stiffeners,HNP225,2.0871743486973946,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.98161275724673,90.0,0.19906415834756727,10,3.7188395200964954e-05,0.3,0.3138700554961442,0.04135600000000001,6.203400000000002,0.8793871137289875,138.11146705934812,0.34975372573551966,0.796078972777653,0.6013646270026314,0.2895829123773892,0.5426156231427708
Inconel625,4 Stiffeners,FLP_106,2.0871743486973946,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.125355850470356,90.0,0.20886072434201064,10,3.7188395200964954e-05,0.32,0.3138700554961442,0.04135600000000001,6.203400000000002,0.8793871137289875,138.11146705934812,0.34975372573551966,0.796078972777653,0.6013646270026314,0.3786943507854377,0.5574675295441122
Inconel625,5 Stiffeners,AF_M315E,1.7016032064128257,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,22.830958980207217,90.0,0.17237511635281996,10,3.8406828966656276e-05,0.55,0.324153636478579,0.031182424000000153,4.677363600000023,0.8894652415045998,138.09714982569,0.3354573164920457,0.8817574231358579,0.6014874293866234,0.7988071123857738,0.6470390152108761
Inconel625,5 Stiffeners,LMP_103S,1.7016032064128257,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,19.830088662278623,90.0,0.19715941560896239,10,3.8406828966656276e-05,0.35000000000000003,0.324153636478579,0.031182424000000153,4.677363600000023,0.8894652415045998,138.09714982569,0.3354573164920457,0.8817574231358579,0.6014874293866234,0.49829850959350436,0.5969542480788312
Inconel625,5 Stiffeners,HNP225,1.7016032064128257,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.98161275724673,90.0,0.205586259953697,10,3.8406828966656276e-05,0.3,0.324153636478579,0.031182424000000153,4.677363600000023,0.8894652415045998,138.09714982569,0.3354573164920457,0.8817574231358579,0.6014874293866234,0.43390460386050933,0.5862219304566654
Inconel625,5 Stiffeners,FLP_106,1.7016032064128257,0.75,0.8400000300000121,3.4092901263600516e-07,0.0028774408666478834,4.2052208700336,18.125355850470356,90.0,0.215703798841188,10,3.8406828966656276e-05,0.32,0.324153636478579,0.031182424000000153,4.677363600000023,0.8894652415045998,138.09714982569,0.3354573164920457,0.8817574231358579,0.6014874293866234,0.524560388576331,0.6013312279093024
